id.yr.season,study,tag,id,N_locs,start_mig,end_mig
Bruco_2017_fall,life.rupis-spain,48505470927,Bruco,1481,2017-09-06T08:00:00Z,2017-10-05T20:00:00Z
Bruco_2018_spring,life.rupis-spain,48505470927,Bruco,24,,
Cabuk_2014_fall,buechley-mideast,132087,Cabuk,1521,2014-09-08T05:00:00Z,2014-11-10T20:00:00Z
Cabuk_2015_fall,buechley-mideast,132087,Cabuk,1249,2015-10-08T05:00:00Z,2015-10-24T21:00:00Z
Cabuk_2015_spring,buechley-mideast,132087,Cabuk,1448,2015-05-28T09:00:00Z,2015-06-24T10:54:04.330261Z
Camaces_2017_fall,douro-spain,17017,Camaces,381,2017-08-01T14:00:00Z,2017-11-18T13:39:56.694600Z
Castor_2014_fall,oppel-balkans,135955,Castor,2157,2014-08-22T05:00:00Z,2014-10-05T22:00:00Z
Castor_2014_spring,oppel-balkans,135955,Castor,530,,
Castor_2015_fall,oppel-balkans,135955,Castor,2164,2015-08-11T05:00:00Z,2015-10-12T22:00:00Z
Castor_2015_spring,oppel-balkans,135955,Castor,2121,2015-03-07T03:00:00Z,2015-04-07T20:57:15.604009Z
Castor_2016_spring,oppel-balkans,135955,Castor,575,,
Djibouti_2013_fall,buechley-mideast,127589,Djibouti,1540,,
Djibouti_2013_spring,buechley-mideast,127589,Djibouti,516,,
Djibouti_2014_spring,buechley-mideast,127589,Djibouti,1030,,
Dobromir_2012_fall,oppel-balkans,118150,Dobromir,1489,2012-08-18T21:00:00Z,2012-11-25T22:00:00Z
Dobromir_2013_fall,oppel-balkans,118150,Dobromir,2239,,
Dobromir_2013_spring,oppel-balkans,118150,Dobromir,2217,,
Dobromir_2014_fall,oppel-balkans,118150,Dobromir,2173,2014-08-05T07:00:00Z,2014-10-02T10:11:29.802755Z
Dobromir_2014_spring,oppel-balkans,118150,Dobromir,2125,2014-03-08T04:00:00Z,2014-06-25T23:00:00Z
Dobromir_2015_fall,oppel-balkans,118150,Dobromir,2188,2015-07-05T05:00:00Z,2015-11-02T22:00:00Z
Dobromir_2015_spring,oppel-balkans,118150,Dobromir,2160,2015-03-02T04:00:00Z,2015-05-16T15:13:58.508468Z
Dobromir_2016_fall,oppel-balkans,118150,Dobromir,997,2016-08-18T05:00:00Z,2016-09-25T19:00:00Z
Dobromir_2016_spring,oppel-balkans,118150,Dobromir,2209,2016-05-01T03:00:00Z,2016-06-30T23:00:00Z
Douro_2017_fall,life.rupis-spain,48797733050,Douro,1406,2017-08-28T07:00:00Z,2017-09-11T13:48:25.737498Z
Douro_2017_spring,life.rupis-spain,48797733050,Douro,175,,
Douro_2018_fall,life.rupis-spain,48797733050,Douro,1991,2018-08-25T07:00:00Z,2018-10-09T20:00:00Z
Douro_2018_spring,life.rupis-spain,48797733050,Douro,1717,2018-01-24T06:00:00Z,2018-02-27T08:33:59.298647Z
Ekhi_2018_fall,migra-spain,5533,Ekhi,2622,2018-09-01T06:00:00Z,2018-09-18T23:35:56.016709Z
Elodie_2016_fall,oppel-balkans,135956,Elodie,1426,2016-09-27T04:00:00Z,2016-10-16T23:50:48.625238Z
Elodie_2017_fall,oppel-balkans,135956,Elodie,908,,
Elodie_2017_spring,oppel-balkans,135956,Elodie,2257,,
Endoia_2017_fall,migra-spain,5534,Endoia,856,2017-09-03T06:00:00Z,2017-11-04T13:39:56.694600Z
Faia_2017_fall,life.rupis-spain,48505476460,Faia,1956,2017-08-23T08:00:00Z,2017-12-31T17:00:00Z
Faia_2017_spring,life.rupis-spain,48505476460,Faia,218,,
Faia_2018_fall,life.rupis-spain,48505476460,Faia,678,2018-08-31T08:00:00Z,2018-10-19T13:39:56.694600Z
Faia_2018_spring,life.rupis-spain,48505476460,Faia,1567,2018-02-10T07:00:00Z,2018-03-18T18:44:12.050006Z
Gardon_2016_fall,kobierzycki-france,707,Gardon,2758,2016-09-09T01:00:00Z,2016-09-24T22:17:30.322527Z
Gardon_2017_fall,kobierzycki-france,707,Gardon,2737,2017-09-08T05:00:00Z,2017-09-24T23:00:00Z
Gardon_2017_spring,kobierzycki-france,707,Gardon,2085,2017-02-28T00:00:00Z,2017-03-31T17:00:00Z
Gardon_2018_fall,kobierzycki-france,707,Gardon,843,2018-09-09T05:00:00Z,2018-09-26T09:22:22.891932Z
Gardon_2018_spring,kobierzycki-france,707,Gardon,2017,2018-01-10T00:00:00Z,2018-03-31T16:00:00Z
Gurman_2017_fall,karyakin-russia,114,Gurman,1441,2017-09-08T05:00:00Z,2017-10-24T19:49:15.104363Z
Gurman_2018_fall,karyakin-russia,114,Gurman,1490,,
Gurman_2018_spring,karyakin-russia,114,Gurman,2117,,
H36_2018_fall,efrat-israel,180319,H36,576,2018-08-27T06:00:00Z,2018-09-19T01:33:55.212135Z
Haydi_2014_fall,buechley-mideast,132084,Haydi,1514,2014-09-16T05:50:53.501911Z,2014-10-29T04:59:09.255281Z
Haydi_2014_spring,buechley-mideast,132084,Haydi,169,,
Haydi_2015_fall,buechley-mideast,132084,Haydi,1288,2015-09-20T07:00:00Z,2015-10-17T09:52:58.323305Z
Haydi_2015_spring,buechley-mideast,132084,Haydi,1408,2015-04-11T05:00:00Z,2015-05-18T02:38:23.253292Z
Haydi_2016_spring,buechley-mideast,132084,Haydi,746,,
Heracles_2013_fall,oppel-balkans,130676,Heracles,204,,
Huebra_2017_fall,douro-spain,17021,Huebra,2586,2017-09-20T00:00:00Z,2017-10-10T18:57:17.049245Z
Huebra_2017_spring,douro-spain,17021,Huebra,269,,
Huebra_2018_fall,douro-spain,17021,Huebra,2973,2018-10-01T22:37:31.026893Z,2018-10-23T00:50:39.517198Z
Huebra_2018_spring,douro-spain,17021,Huebra,2068,2018-02-02T06:00:00Z,2018-02-27T14:47:19.296824Z
Ibrahim_2013_fall,oppel-balkans,131248,Ibrahim,380,2013-09-03T23:07:31.752629Z,2013-09-16T19:53:06.400205Z
Igdir_2012_fall,buechley-mideast,118175,Igdir,1620,2012-09-20T00:00:00Z,2012-10-10T20:00:00Z
Igdir_2013_fall,buechley-mideast,118175,Igdir,2123,2013-09-24T00:00:00Z,2013-10-13T18:16:39.419255Z
Igdir_2013_spring,buechley-mideast,118175,Igdir,1770,2013-03-17T03:00:00Z,2013-04-04T22:41:55.733122Z
Igdir_2014_fall,buechley-mideast,118175,Igdir,1894,2014-10-07T17:00:00Z,2014-11-02T19:00:00Z
Igdir_2014_spring,buechley-mideast,118175,Igdir,1945,2014-03-03T01:00:00Z,2014-03-24T23:26:12.632250Z
Igdir_2015_spring,buechley-mideast,118175,Igdir,889,,
Ikaros_2012_fall,oppel-balkans,118145,Ikaros,145,2012-08-26T15:16:04.702437Z,2012-09-05T09:19:20.053158Z
Iliaz_2012_fall,oppel-balkans,118153,Iliaz,1322,2012-09-09T11:00:00Z,2012-12-31T23:00:00Z
Iliaz_2013_fall,oppel-balkans,118153,Iliaz,2328,,
Iliaz_2013_spring,oppel-balkans,118153,Iliaz,2261,,
Iliaz_2014_fall,oppel-balkans,118153,Iliaz,2261,2014-07-05T00:00:00Z,2014-12-04T03:53:32.307486Z
Iliaz_2014_spring,oppel-balkans,118153,Iliaz,2253,2014-03-29T05:00:00Z,2014-06-13T08:57:50.122912Z
Iliaz_2015_fall,oppel-balkans,118153,Iliaz,2285,2015-10-29T18:52:21.245569Z,2015-11-04T16:12:20.301169Z
Iliaz_2015_spring,oppel-balkans,118153,Iliaz,2229,2015-04-09T00:00:00Z,2015-04-28T16:40:35.843851Z
Iliaz_2016_fall,oppel-balkans,118153,Iliaz,2196,2016-08-26T04:00:00Z,2016-09-18T23:26:36.373752Z
Iliaz_2016_spring,oppel-balkans,118153,Iliaz,2149,2016-01-02T05:00:00Z,2016-04-24T05:33:08.588411Z
Iliaz_2017_fall,oppel-balkans,118153,Iliaz,2109,2017-09-02T05:00:00Z,2017-11-07T23:00:00Z
Iliaz_2017_spring,oppel-balkans,118153,Iliaz,2090,2017-04-08T06:02:37.912915Z,2017-04-28T23:00:00Z
Iliaz_2018_fall,oppel-balkans,118153,Iliaz,1996,2018-08-26T12:07:06.024281Z,2018-12-30T23:00:00Z
Iliaz_2018_spring,oppel-balkans,118153,Iliaz,1897,2018-03-16T05:00:00Z,2018-04-09T05:04:32.063970Z
Ilin_2013_fall,oppel-balkans,130675,Ilin,122,,
Ilina_2013_fall,oppel-balkans,130674,Ilina,469,2013-09-18T00:00:00Z,2013-09-23T21:01:27.715781Z
Iste_2014_fall,buechley-mideast,132086,Iste,1525,2014-09-19T05:00:00Z,2014-10-03T17:24:41.457767Z
Iste_2014_spring,buechley-mideast,132086,Iste,156,,
Iste_2015_fall,buechley-mideast,132086,Iste,1416,2015-09-17T05:00:00Z,2015-09-30T14:51:59.470875Z
Iste_2015_spring,buechley-mideast,132086,Iste,1427,2015-04-14T07:00:00Z,2015-05-01T17:56:21.211375Z
Iste_2016_fall,buechley-mideast,132086,Iste,1359,2016-09-25T05:00:00Z,2016-10-09T10:54:15.825577Z
Iste_2016_spring,buechley-mideast,132086,Iste,1396,2016-01-02T04:00:00Z,2016-04-09T03:26:48.371744Z
Iste_2017_fall,buechley-mideast,132086,Iste,1127,2017-09-25T13:00:00Z,2017-10-09T17:00:00Z
Iste_2017_spring,buechley-mideast,132086,Iste,1036,2017-03-11T09:20:03.305400Z,2017-04-21T14:39:56.694600Z
Iste_2018_fall,buechley-mideast,132086,Iste,1306,2018-09-16T05:00:00Z,2018-09-29T13:59:14.252091Z
Iste_2018_spring,buechley-mideast,132086,Iste,1047,2018-03-16T05:00:00Z,2018-03-31T03:47:50.316986Z
J4107_2018_fall,efrat-israel,180322,J4107,1987,2018-08-28T06:00:00Z,2018-09-13T06:08:16.597532Z
Jenny_2015_fall,oppel-balkans,149507,Jenny,1867,2015-09-14T05:00:00Z,2015-10-03T15:39:19.041977Z
Jenny_2016_fall,oppel-balkans,149507,Jenny,2238,2016-08-19T05:00:00Z,2016-09-15T21:06:41.112367Z
Jenny_2016_spring,oppel-balkans,149507,Jenny,2170,2016-03-18T05:00:00Z,2016-04-14T15:29:36.694979Z
Jenny_2017_fall,oppel-balkans,149507,Jenny,2048,2017-09-12T05:00:00Z,2017-10-01T16:06:32.170510Z
Jenny_2017_spring,oppel-balkans,149507,Jenny,2051,2017-03-14T02:00:00Z,2017-04-12T20:53:13.327922Z
Jenny_2018_fall,oppel-balkans,149507,Jenny,1959,2018-09-10T05:00:00Z,2018-10-04T22:00:00Z
Jenny_2018_spring,oppel-balkans,149507,Jenny,1548,2018-03-04T05:00:00Z,2018-03-25T03:11:09.797123Z
Kapchug_2017_fall,karyakin-russia,115,Kapchug,175,2017-09-19T07:00:00Z,2017-09-26T13:00:00Z
Katerina_2013_fall,oppel-balkans,130671,Katerina,236,2013-09-11T09:00:00Z,2013-09-23T23:19:38.364871Z
Katerina_2014_fall,oppel-balkans,130671,Katerina,51,,
Katerina_2014_spring,oppel-balkans,130671,Katerina,5,,
Lazaros_2012_fall,oppel-balkans,108050,Lazaros,1784,2012-09-01T03:00:00Z,2012-09-23T01:04:00.293647Z
Lazaros_2012_spring,oppel-balkans,108050,Lazaros,42,,
Lazaros_2013_spring,oppel-balkans,108050,Lazaros,957,2013-03-08T00:00:00Z,2013-03-28T08:24:17.624558Z
Levkipos_2012_fall,oppel-balkans,118146,Levkipos,1440,2012-09-09T07:00:00Z,2012-10-30T23:00:00Z
Levkipos_2013_fall,oppel-balkans,118146,Levkipos,2280,2013-08-14T14:02:31.860034Z,2013-12-16T06:02:12.027633Z
Levkipos_2013_spring,oppel-balkans,118146,Levkipos,2302,2013-04-27T06:23:33.358133Z,2013-05-06T09:22:02.531003Z
Levkipos_2014_fall,oppel-balkans,118146,Levkipos,2267,2014-07-01T05:57:46.686946Z,2014-07-19T11:00:38.378696Z
Levkipos_2014_spring,oppel-balkans,118146,Levkipos,2210,2014-04-18T09:09:50.178045Z,2014-07-05T09:39:52.469282Z
Levkipos_2015_spring,oppel-balkans,118146,Levkipos,1612,,
Lidia_2018_fall,migra-spain,48797732417,Lidia,1690,2018-08-31T08:00:00Z,2018-11-22T01:23:01.168894Z
Logiya_2013_fall,buechley-mideast,118174,Logiya,441,,
Logiya_2014_fall,buechley-mideast,118174,Logiya,1578,2014-07-10T12:00:00Z,2014-09-10T16:31:32.986508Z
Logiya_2014_spring,buechley-mideast,118174,Logiya,2178,2014-05-20T13:11:22.981109Z,2014-06-14T17:42:07.689746Z
Logiya_2015_fall,buechley-mideast,118174,Logiya,1862,2015-07-02T10:00:00Z,2015-09-21T23:05:28.257489Z
Logiya_2015_spring,buechley-mideast,118174,Logiya,1584,2015-04-17T04:00:00Z,2015-05-05T00:09:02.699255Z
Logiya_2016_fall,buechley-mideast,118174,Logiya,1750,2016-09-15T00:00:00Z,2016-09-28T09:31:20.368463Z
Logiya_2016_spring,buechley-mideast,118174,Logiya,1688,2016-04-16T12:21:45.116628Z,2016-05-07T07:34:52.284370Z
Logiya_2017_fall,buechley-mideast,118174,Logiya,1524,2017-09-15T08:00:00Z,2017-09-27T15:08:53.683558Z
Logiya_2017_spring,buechley-mideast,118174,Logiya,1750,2017-04-08T04:00:00Z,2017-04-28T03:55:58.031381Z
Logiya_2018_fall,buechley-mideast,118174,Logiya,1366,2018-09-06T10:00:00Z,2018-09-20T16:05:25.533819Z
Logiya_2018_spring,buechley-mideast,118174,Logiya,1273,2018-03-22T04:00:00Z,2018-04-12T09:36:14.313622Z
Lomets_2016_fall,oppel-balkans,118149,Lomets,238,2016-08-27T05:00:00Z,2016-09-16T05:37:20.317307Z
Macedonia_2011_fall,oppel-balkans,61952,Macedonia,160,2011-09-09T00:00:00Z,2011-09-20T11:21:15.917958Z
Malysh_2017_fall,karyakin-russia,116,Malysh,384,2017-09-15T05:00:00Z,2017-10-03T23:10:15.325560Z
Maria_2016_fall,oppel-balkans,149504,Maria,542,2016-09-25T05:00:00Z,2016-10-10T14:11:22.546833Z
Mille_2013_fall,buechley-mideast,132085,Mille,266,,
Mille_2014_fall,buechley-mideast,132085,Mille,1574,2014-09-20T14:03:11.307565Z,2014-09-26T11:23:10.363165Z
Mille_2014_spring,buechley-mideast,132085,Mille,1488,,
Mille_2015_spring,buechley-mideast,132085,Mille,1273,,
Odiseas_2012_fall,oppel-balkans,118149,Odiseas,47,,
